Mod:Item:MetaData, Localized Name
artifacts:everlasting_cooked_porkchop, Бесконечная приготовленная свинина
artifacts:everlasting_beef, Бесконечная сырая говядина
artifacts:everlasting_cooked_beef, Бесконечный стейк
artifacts:everlasting_chicken, Бесконечная сырая курятина
artifacts:everlasting_cooked_chicken, Бесконечная приготовленная курятина
artifacts:everlasting_rotten_flesh, Бесконечная гнилая плоть
artifacts:everlasting_spider_eye, Бесконечный паучий глаз
artifacts:everlasting_rabbit, Бесконечная сырая крольчатина
artifacts:everlasting_cooked_rabbit, Бесконечная приготовленная крольчатина
artifacts:everlasting_mutton, Бесконечная сырая баранина
artifacts:everlasting_cooked_mutton, Бесконечная приготовленная баранина
artifacts:everlasting_rabbit_stew, Бесконечное рагу из кролика
artifacts:everlasting_cod, Бесконечная сырая треска
artifacts:everlasting_cooked_cod, Бесконечная приготовленная треска
artifacts:everlasting_salmon, Бесконечный сырой лосось
artifacts:everlasting_cooked_salmon, Бесконечный приготовленный лосось
artifacts:everlasting_clownfish, Бесконечная рыба-клоун
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
ftbquests:screen, Экран
ftbquests:progress_detector, Датчик прогресса квеста
ftbquests:detector:0, Redstone Detector
ftbquests:detector:1, Player Detector
ftbquests:progress_screen, Экран прогресса
ftbquests:chest, Квестовый сундук
ftbquests:loot_crate_storage, Loot Crate Storage
ftbquests:loot_crate_opener, Loot Crate Opener
ftbquests:barrier, Quest Barrier
ftbquests:reward_collector, Reward Collector
ftbquests:book, Quest Book
ftbquests:lootcrate, Loot Crate
ftbquests:custom_icon, Custom Icon
ironchest:iron_chest:0, Железный сундук
ironchest:iron_chest:1, Золотой сундук
ironchest:iron_chest:2, Алмазный сундук
ironchest:iron_chest:3, Медный сундук
ironchest:iron_chest:4, Серебряный сундук
ironchest:iron_chest:5, Кристальный сундук
ironchest:iron_chest:6, Обсидиановый сундук
ironchest:iron_chest:7, Земляной Сундук 9000!
ironchest:iron_shulker_box_white:0, Белый Железный Шалкеровый ящик
ironchest:iron_shulker_box_white:1, Белый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_white:2, Белый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_white:3, Белый Медный Шалкеровый ящик
ironchest:iron_shulker_box_white:4, Белый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_white:5, Белый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_white:6, Белый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_orange:0, Оранжевый Железный Шалкеровый ящик
ironchest:iron_shulker_box_orange:1, Оранжевый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_orange:2, Оранжевый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_orange:3, Оранжевый Медный Шалкеровый ящик
ironchest:iron_shulker_box_orange:4, Оранжевый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_orange:5, Оранжевый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_orange:6, Оранжевый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_magenta:0, Фиолетовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:1, Фиолетовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_magenta:2, Фиолетовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:3, Фиолетовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:4, Фиолетовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:5, Фиолетовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:6, Фиолетовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:0, Светло-синий Железный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:1, Светло-синий Золотой Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:2, Светло-синий Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:3, Светло-синий Медный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:4, Светло-синий Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:5, Светло-синий Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:6, Светло-синий Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_yellow:0, Жёлтый Железный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:1, Жёлтый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_yellow:2, Жёлтый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:3, Жёлтый Медный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:4, Жёлтый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:5, Жёлтый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:6, Жёлтый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_lime:0, Лаймовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_lime:1, Лаймовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_lime:2, Лаймовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_lime:3, Лаймовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_lime:4, Лаймовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_lime:5, Лаймовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_lime:6, Лаймовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_pink:0, Розовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_pink:1, Розовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_pink:2, Розовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_pink:3, Розовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_pink:4, Розовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_pink:5, Розовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_pink:6, Розовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_gray:0, Серый Железный Шалкеровый ящик
ironchest:iron_shulker_box_gray:1, Серый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_gray:2, Серый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_gray:3, Серый Медный Шалкеровый ящик
ironchest:iron_shulker_box_gray:4, Серый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_gray:5, Серый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_gray:6, Серый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_silver:0, Светло-серый Железный Шалкеровый ящик
ironchest:iron_shulker_box_silver:1, Светло-серый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_silver:2, Светло-серый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_silver:3, Светло-серый Медный Шалкеровый ящик
ironchest:iron_shulker_box_silver:4, Светло-серый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_silver:5, Светло-серый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_silver:6, Светло-серый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_cyan:0, Голубой Железный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:1, Голубой Золотой Шалкеровый ящик
ironchest:iron_shulker_box_cyan:2, Голубой Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:3, Голубой Медный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:4, Голубой Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:5, Голубой Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:6, Голубой Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_purple:0, Железный Шалкеровый ящик
ironchest:iron_shulker_box_purple:1, Золотой Шалкеровый ящик
ironchest:iron_shulker_box_purple:2, Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_purple:3, Медный Шалкеровый ящик
ironchest:iron_shulker_box_purple:4, Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_purple:5, Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_purple:6, Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_blue:0, Синий Железный Шалкеровый ящик
ironchest:iron_shulker_box_blue:1, Синий Золотой Шалкеровый ящик
ironchest:iron_shulker_box_blue:2, Синий Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_blue:3, Синий Медный Шалкеровый ящик
ironchest:iron_shulker_box_blue:4, Синий Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_blue:5, Синий Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_blue:6, Синий Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_brown:0, Коричневый Железный Шалкеровый ящик
ironchest:iron_shulker_box_brown:1, Коричневый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_brown:2, Коричневый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_brown:3, Коричневый Медный Шалкеровый ящик
ironchest:iron_shulker_box_brown:4, Коричневый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_brown:5, Коричневый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_brown:6, Коричневый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_green:0, Зелёный Железный Шалкеровый ящик
ironchest:iron_shulker_box_green:1, Зелёный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_green:2, Зелёный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_green:3, Зелёный Медный Шалкеровый ящик
ironchest:iron_shulker_box_green:4, Зелёный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_green:5, Зелёный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_green:6, Зелёный Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_red:0, Красный Железный Шалкеровый ящик
ironchest:iron_shulker_box_red:1, Красный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_red:2, Красный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_red:3, Красный Медный Шалкеровый ящик
ironchest:iron_shulker_box_red:4, Красный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_red:5, Красный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_red:6, Красный Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_black:0, Чёрный Железный Шалкеровый ящик
ironchest:iron_shulker_box_black:1, Чёрный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_black:2, Чёрный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_black:3, Чёрный Медный Шалкеровый ящик
ironchest:iron_shulker_box_black:4, Чёрный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_black:5, Чёрный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_black:6, Чёрный Обсидиановый Шалкеровый ящик
ironchest:iron_gold_chest_upgrade, Улучшение из железного в золотой сундук
ironchest:gold_diamond_chest_upgrade, Улучшение из золотого в алмазный сундук
ironchest:copper_silver_chest_upgrade, Улучшение из медного в серебряный сундук
ironchest:silver_gold_chest_upgrade, Улучшение из серебряного в золотой сундук
ironchest:copper_iron_chest_upgrade, Улучшение из медного в железный сундук
ironchest:diamond_crystal_chest_upgrade, Улучшение из алмазного в кристальный сундук
ironchest:wood_iron_chest_upgrade, Улучшение из деревянного в железный сундук
ironchest:wood_copper_chest_upgrade, Улучшение из деревянного в медный сундук
ironchest:diamond_obsidian_chest_upgrade, Улучшение из алмазного в обсидиановый сундук
ironchest:iron_gold_shulker_upgrade, Улучшение из железного в золотой Шалкеровый ящик
ironchest:gold_diamond_shulker_upgrade, Улучшение из золотого в алмазный Шалкеровый ящик
ironchest:copper_silver_shulker_upgrade, Улучшение из медного в серебряный Шалкеровый ящик
ironchest:silver_gold_shulker_upgrade, Улучшение из серебряного в золотой Шалкеровый ящик
ironchest:copper_iron_shulker_upgrade, Улучшение из медного в железный Шалкеровый ящик
ironchest:diamond_crystal_shulker_upgrade, Улучшение из алмазного в кристальный Шалкеровый ящик
ironchest:vanilla_iron_shulker_upgrade, Улучшение из обычного в железный Шалкеровый ящик
ironchest:vanilla_copper_shulker_upgrade, Улучшение из обычного в медный Шалкеровый ящик
ironchest:diamond_obsidian_shulker_upgrade, Улучшение из алмазного в обсидиановый Шалкеровый ящик
ironfurnaces:iron_furnace_idle, Железная печь
ironfurnaces:iron_furnace_active, Железная печь
ironfurnaces:gold_furnace_idle, Золотая печь
ironfurnaces:gold_furnace_active, Золотая печь
ironfurnaces:diamond_furnace_idle, Алмазная печь
ironfurnaces:diamond_furnace_active, Алмазная печь
ironfurnaces:glass_furnace_idle, Стеклянная печь
ironfurnaces:glass_furnace_active, Стеклянная печь
ironfurnaces:obsidian_furnace_idle, Обсидиановая печь
ironfurnaces:obsidian_furnace_active, Обсидиановая печь
storagedrawers:upgrade_template, Шаблон Улучшения
storagedrawers:upgrade_storage:0, Улучшение Хранилища (I)
storagedrawers:upgrade_storage:1, Улучшение Хранилища (II)
storagedrawers:upgrade_storage:2, Улучшение Хранилища (III)
storagedrawers:upgrade_storage:3, Улучшение Хранилища (IV)
storagedrawers:upgrade_storage:4, Улучшение Хранилища (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Улучшение «Индикатор» (I)
storagedrawers:upgrade_status:1, Улучшение «Индикатор» (II)
storagedrawers:upgrade_void, Пустотное Улучшение
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Творческое Улучшение Хранилища
storagedrawers:upgrade_creative:1, Творческое Торговое Улучшение
storagedrawers:upgrade_redstone:0, Редстоун Улучшение
storagedrawers:upgrade_redstone:1, Редстоун Макс. Улучшение
storagedrawers:upgrade_redstone:2, Редстоун Мин. Улучшение
storagedrawers:drawer_key, Ключ Ящика
storagedrawers:shroud_key, Ключ Сокрытия
storagedrawers:personal_key, Персональный Ключ
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Лента Для Упаковки
storagedrawers:basicdrawers:0, Основной Ящик
storagedrawers:basicdrawers:0, Основной Ящик
storagedrawers:basicdrawers:0, Основной Ящик
storagedrawers:basicdrawers:0, Основной Ящик
storagedrawers:basicdrawers:0, Основной Ящик
storagedrawers:basicdrawers:0, Основной Ящик
storagedrawers:basicdrawers:1, Основной Ящик 1x2
storagedrawers:basicdrawers:1, Основной Ящик 1x2
storagedrawers:basicdrawers:1, Основной Ящик 1x2
storagedrawers:basicdrawers:1, Основной Ящик 1x2
storagedrawers:basicdrawers:1, Основной Ящик 1x2
storagedrawers:basicdrawers:1, Основной Ящик 1x2
storagedrawers:basicdrawers:2, Основной Ящик 2x2
storagedrawers:basicdrawers:2, Основной Ящик 2x2
storagedrawers:basicdrawers:2, Основной Ящик 2x2
storagedrawers:basicdrawers:2, Основной Ящик 2x2
storagedrawers:basicdrawers:2, Основной Ящик 2x2
storagedrawers:basicdrawers:2, Основной Ящик 2x2
storagedrawers:basicdrawers:3, Половина Ящика 1x2
storagedrawers:basicdrawers:3, Половина Ящика 1x2
storagedrawers:basicdrawers:3, Половина Ящика 1x2
storagedrawers:basicdrawers:3, Половина Ящика 1x2
storagedrawers:basicdrawers:3, Половина Ящика 1x2
storagedrawers:basicdrawers:3, Половина Ящика 1x2
storagedrawers:basicdrawers:4, Половина Ящика 2x2
storagedrawers:basicdrawers:4, Половина Ящика 2x2
storagedrawers:basicdrawers:4, Половина Ящика 2x2
storagedrawers:basicdrawers:4, Половина Ящика 2x2
storagedrawers:basicdrawers:4, Половина Ящика 2x2
storagedrawers:basicdrawers:4, Половина Ящика 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Уплотняющие Ящики
storagedrawers:controller, Контроллер Ящика
storagedrawers:controllerslave, Подчиненный Контроллера
storagedrawers:trim:0, Отделка из Дуба
storagedrawers:trim:1, Отделка из Ели
storagedrawers:trim:2, Отделка из Берёзы
storagedrawers:trim:3, Отделка из Тропического Дерева
storagedrawers:trim:4, Отделка из Акации
storagedrawers:trim:5, Отделка из Тёмного Дуба
storagedrawers:customdrawers:0, Обрамлённый Ящик
storagedrawers:customdrawers:1, Обрамлённый Ящик 1x2
storagedrawers:customdrawers:2, Обрамлённый Ящик 2x2
storagedrawers:customdrawers:3, Обрамлённый Половинный Ящик 1x2
storagedrawers:customdrawers:4, Обрамлённый Половинный Ящик 2x2
storagedrawers:customtrim, Оформлен Отделкой
storagedrawers:framingtable, Стол Обрамления
tconstruct:book, Материалы и Вы
tconstruct:soil:0, Цемент
tconstruct:soil:1, Конгломерат зелёной слизи
tconstruct:soil:2, Конгломерат синей слизи
tconstruct:soil:3, Кладбищенская земля
tconstruct:soil:4, Освящённая земля
tconstruct:soil:5, Конгломерат огненной слизи
tconstruct:slime:1, Блок синей слизи
tconstruct:slime:2, Блок фиолетовой слизи
tconstruct:slime:3, Блок крови
tconstruct:slime:4, Блок огненной слизи
tconstruct:slime_congealed:0, Блок застывшей зелёной слизи
tconstruct:slime_congealed:1, Блок застывшей синей слизи
tconstruct:slime_congealed:2, Блок застывшей фиолетовой слизи
tconstruct:slime_congealed:3, Блок застывшей крови
tconstruct:slime_congealed:4, Блок застывшей огненной слизи
tconstruct:ore:0, Кобальтовая руда
tconstruct:ore:1, Ардитовая руда
tconstruct:firewood:0, Лаводерево
tconstruct:firewood:1, Огнедерево
tconstruct:deco_ground:0, Грязевой кирпич
tconstruct:clear_glass:0, Чистое стекло
tconstruct:clear_stained_glass:0, Чистое белое стекло
tconstruct:clear_stained_glass:1, Чистое оранжевое стекло
tconstruct:clear_stained_glass:2, Чистое пурпурное стекло
tconstruct:clear_stained_glass:3, Чистое голубое стекло
tconstruct:clear_stained_glass:4, Чистое жёлтое стекло
tconstruct:clear_stained_glass:5, Чистое лаймовое стекло
tconstruct:clear_stained_glass:6, Чистое розовое стекло
tconstruct:clear_stained_glass:7, Чистое серое стекло
tconstruct:clear_stained_glass:8, Чистое светло-серое стекло
tconstruct:clear_stained_glass:9, Чистое бирюзовое стекло
tconstruct:clear_stained_glass:10, Чистое фиолетовое стекло
tconstruct:clear_stained_glass:11, Чистое синее стекло
tconstruct:clear_stained_glass:12, Чистое коричневое стекло
tconstruct:clear_stained_glass:13, Чистое зелёное стекло
tconstruct:clear_stained_glass:14, Чистое красное стекло
tconstruct:clear_stained_glass:15, Чистое чёрное стекло
tconstruct:deco_ground_slab:0, Грязевая плита
tconstruct:firewood_slab:0, Лаводеревянная плита
tconstruct:firewood_slab:1, Огнедеревянная плита
tconstruct:mudbrick_stairs:0, Грязевые ступеньки
tconstruct:firewood_stairs:0, Огнедеревянные ступеньки
tconstruct:lavawood_stairs:0, Лаводеревянные ступеньки
tconstruct:nuggets:0, Кобальтовый самородок
tconstruct:nuggets:1, Ардитовый самородок
tconstruct:nuggets:2, Маньюлиновый самородок
tconstruct:nuggets:3, Слизестальный самородок
tconstruct:nuggets:4, Самородок свиностали
tconstruct:ingots:0, Кобальтовый слиток
tconstruct:ingots:1, Ардитовый слиток
tconstruct:ingots:2, Маньюлиновый слиток
tconstruct:ingots:3, Слиток слизестали
tconstruct:ingots:4, Слиток свиностали
tconstruct:materials:0, Сушёный кирпич
tconstruct:materials:1, Грязевой кирпич
tconstruct:materials:2, Кирпич сушёной глины
tconstruct:materials:9, Кристалл зелёной слизи
tconstruct:materials:10, Кристалл синей слизи
tconstruct:materials:11, Кристалл огненной слизи
tconstruct:materials:12, Экспандер (Горизонталь)
tconstruct:materials:13, Экспандер (Вертикаль)
tconstruct:materials:14, Укрепитель
tconstruct:materials:15, Шёлковая ткань
tconstruct:materials:16, Шёлковый камень
tconstruct:materials:17, Кость нежити
tconstruct:materials:18, Шар мха
tconstruct:materials:19, Запоминающий мох
tconstruct:materials:50, Креативный модификатор
tconstruct:edible:0, Бекон
tconstruct:edible:1, Шарик синей слизи
tconstruct:edible:2, Шарик фиолетовой слизи
tconstruct:edible:3, Шарик крови
tconstruct:edible:4, Шарик огненной слизи
tconstruct:edible:5, Slimeball
tconstruct:edible:10, Сушёная гнилая плоть
tconstruct:edible:11, Вяленая говядина
tconstruct:edible:12, Вяленая курятина
tconstruct:edible:13, Вяленая свинина
tconstruct:edible:14, Вяленая ягнятина
tconstruct:edible:15, Вяленая крольчатина
tconstruct:edible:20, Сушёная рыба
tconstruct:edible:21, Сушёная лососина
tconstruct:edible:22, Сушёная рыба-клоун
tconstruct:edible:23, Сушёная фугу
tconstruct:edible:30, Засохшая зелёная слизь
tconstruct:edible:31, Засохшая синяя слизь
tconstruct:edible:32, Засохшая фиолетовая слизь
tconstruct:edible:33, Засохшая капля крови
tconstruct:edible:34, Засохшая огненная слизь
tconstruct:metal:0, Блок кобальта
tconstruct:metal:1, Блок ардита
tconstruct:metal:2, Блок маньюлина
tconstruct:metal:3, Блок слизестали
tconstruct:metal:4, Блок свинстали
tconstruct:metal:6, Шёлковый блок
tconstruct:slime_dirt:0, Грязь из зелёной слизи
tconstruct:slime_dirt:1, Грязь из синей слизи
tconstruct:slime_dirt:2, Грязь из фиолетовой слизи
tconstruct:slime_dirt:3, Грязь из огненной слизи
tconstruct:slime_grass:0, Слизневая трава
tconstruct:slime_grass:1, Трава из зелёной слизи
tconstruct:slime_grass:2, Трава из синей слизи
tconstruct:slime_grass:3, Трава из фиолетовой слизи
tconstruct:slime_grass:4, Трава из огненной слизи
tconstruct:slime_grass:5, Слизневая трава
tconstruct:slime_grass:6, Трава из зелёной слизи
tconstruct:slime_grass:7, Трава из синей слизи
tconstruct:slime_grass:8, Трава из фиолетовой слизи
tconstruct:slime_grass:9, Трава из огненной слизи
tconstruct:slime_grass:10, Слизневая трава
tconstruct:slime_grass:11, Трава из зелёной слизи
tconstruct:slime_grass:12, Трава из синей слизи
tconstruct:slime_grass:13, Трава из фиолетовой слизи
tconstruct:slime_grass:14, Трава из огненной слизи
tconstruct:slime_leaves:0, Листья синей слизи
tconstruct:slime_leaves:1, Листья фиолетовой слизи
tconstruct:slime_leaves:2, Листья огненной слизи
tconstruct:slime_grass_tall:0, Высокая трава из слизи
tconstruct:slime_grass_tall:4, Высокая трава из слизи
tconstruct:slime_grass_tall:8, Высокая трава из слизи
tconstruct:slime_grass_tall:1, Слизневый папоротник
tconstruct:slime_grass_tall:5, Слизневый папоротник
tconstruct:slime_grass_tall:9, Слизневый папоротник
tconstruct:slime_sapling:0, Саженец синей слизи
tconstruct:slime_sapling:1, Саженец фиолетовой слизи
tconstruct:slime_sapling:2, Саженец огненной слизи
tconstruct:slime_vine_blue_end:0, Лоза синей слизи
tconstruct:slime_vine_blue_mid:0, Лоза синей слизи
tconstruct:slime_vine_blue:0, Лоза синей слизи
tconstruct:slime_vine_purple_end:0, Лоза фиолетовой слизи
tconstruct:slime_vine_purple_mid:0, Лоза фиолетовой слизи
tconstruct:slime_vine_purple:0, Лоза фиолетовой слизи
tconstruct:pattern:0, Пустая схема
tconstruct:pattern:0, Схема - лезвие топора
tconstruct:pattern:0, Схема - оперение
tconstruct:pattern:0, Схема - навершие косы
tconstruct:pattern:0, Схема - табличка
tconstruct:pattern:0, Схема - крепление
tconstruct:pattern:0, Схема - древко стрелы
tconstruct:pattern:0, Схема - лезвие ножа
tconstruct:pattern:0, Схема - полотно лопаты
tconstruct:pattern:0, Схема - мощное крепление
tconstruct:pattern:0, Схема - оселок
tconstruct:pattern:0, Схема - малая гарда
tconstruct:pattern:0, Схема - поперечная гарда
tconstruct:pattern:0, Схема - осколок
tconstruct:pattern:0, Схема - боёк молота
tconstruct:pattern:0, Схема - плечо лука
tconstruct:pattern:0, Схема - большая пластина
tconstruct:pattern:0, Схема - большое полотно лопаты
tconstruct:pattern:0, Схема - широкое лезвие меча
tconstruct:pattern:0, Схема - мощная рукоять
tconstruct:pattern:0, Схема - лезвие меча
tconstruct:pattern:0, Схема - наконечник
tconstruct:pattern:0, Схема - широкая карда
tconstruct:pattern:0, Схема - тетива
tconstruct:pattern:0, Схема - рукоять
tconstruct:pattern:0, Схема - полотно сковороды
tconstruct:pattern:0, Схема - большое лезвие топора
tconstruct:pattern:0, Схема - Kama Head
tconstruct:pattern:0, Схема - навершие кирки
tconstruct:shard:0, Деревянн. осколок
tconstruct:shard:0, Каменн. осколок
tconstruct:shard:0, Кремнев. осколок
tconstruct:shard:0, Кактусов. осколок
tconstruct:shard:0, Костян. осколок
tconstruct:shard:0, Обсидианов. осколок
tconstruct:shard:0, Призмаринов. осколок
tconstruct:shard:0, Эндеровск. осколок
tconstruct:shard:0, Бумажн. осколок
tconstruct:shard:0, Губочн. осколок
tconstruct:shard:0, Огнедерев. осколок
tconstruct:shard:0, Железн. осколок
tconstruct:shard:0, Свиностальн. осколок
tconstruct:shard:0, Слизестальн. осколок
tconstruct:shard:0, Слизнев. осколок
tconstruct:shard:0, Синеслизнев. осколок
tconstruct:shard:0, Огнеслизнев. осколок
tconstruct:shard:0, Адокаменн. осколок
tconstruct:shard:0, Кобальтов. осколок
tconstruct:shard:0, Ардитов. осколок
tconstruct:shard:0, Маньюлинов. осколок
tconstruct:shard:0, Медн. осколок
tconstruct:shard:0, Бронзов. осколок
tconstruct:shard:0, Свинцов. осколок
tconstruct:shard:0, Серебрян. осколок
tconstruct:shard:0, Электрумов. осколок
tconstruct:shard:0, Стальн. осколок
tconstruct:sharpening_kit:0, Деревянн. оселок
tconstruct:sharpening_kit:0, Каменн. оселок
tconstruct:sharpening_kit:0, Кремнев. оселок
tconstruct:sharpening_kit:0, Кактусов. оселок
tconstruct:sharpening_kit:0, Костян. оселок
tconstruct:sharpening_kit:0, Обсидианов. оселок
tconstruct:sharpening_kit:0, Призмаринов. оселок
tconstruct:sharpening_kit:0, Эндеровск. оселок
tconstruct:sharpening_kit:0, Бумажн. оселок
tconstruct:sharpening_kit:0, Губочн. оселок
tconstruct:sharpening_kit:0, Огнедерев. оселок
tconstruct:sharpening_kit:0, Железн. оселок
tconstruct:sharpening_kit:0, Свиностальн. оселок
tconstruct:sharpening_kit:0, Слизестальн. оселок
tconstruct:sharpening_kit:0, Слизнев. оселок
tconstruct:sharpening_kit:0, Синеслизнев. оселок
tconstruct:sharpening_kit:0, Огнеслизнев. оселок
tconstruct:sharpening_kit:0, Адокаменн. оселок
tconstruct:sharpening_kit:0, Кобальтов. оселок
tconstruct:sharpening_kit:0, Ардитов. оселок
tconstruct:sharpening_kit:0, Маньюлинов. оселок
tconstruct:sharpening_kit:0, Медн. оселок
tconstruct:sharpening_kit:0, Бронзов. оселок
tconstruct:sharpening_kit:0, Свинцов. оселок
tconstruct:sharpening_kit:0, Серебрян. оселок
tconstruct:sharpening_kit:0, Электрумов. оселок
tconstruct:sharpening_kit:0, Стальн. оселок
tconstruct:pick_head:0, Деревянн. навершие кирки
tconstruct:pick_head:0, Каменн. навершие кирки
tconstruct:pick_head:0, Кремнев. навершие кирки
tconstruct:pick_head:0, Кактусов. навершие кирки
tconstruct:pick_head:0, Костян. навершие кирки
tconstruct:pick_head:0, Обсидианов. навершие кирки
tconstruct:pick_head:0, Призмаринов. навершие кирки
tconstruct:pick_head:0, Эндеровск. навершие кирки
tconstruct:pick_head:0, Бумажн. навершие кирки
tconstruct:pick_head:0, Губочн. навершие кирки
tconstruct:pick_head:0, Огнедерев. навершие кирки
tconstruct:pick_head:0, Железн. навершие кирки
tconstruct:pick_head:0, Свиностальн. навершие кирки
tconstruct:pick_head:0, Слизестальн. навершие кирки
tconstruct:pick_head:0, Слизнев. навершие кирки
tconstruct:pick_head:0, Синеслизнев. навершие кирки
tconstruct:pick_head:0, Огнеслизнев. навершие кирки
tconstruct:pick_head:0, Адокаменн. навершие кирки
tconstruct:pick_head:0, Кобальтов. навершие кирки
tconstruct:pick_head:0, Ардитов. навершие кирки
tconstruct:pick_head:0, Маньюлинов. навершие кирки
